FileName	PredictedText
ban_03042_01883208720	জেনিফার অ্যানিস্টনের টেলিভিশন অনুষ্ঠানে যা কিছু আছে
ban_02194_00139426139	গুগোল বর্তমান বিশ্বের সবচেয়ে জনপ্রিয় সার্চ ইঞ্জিন
ban_00737_01332163364	ইউনাইটেড এয়ারলাইন্সের ফ্লাইট 914 14723 আগস্ট কেজি 97 থেকে ছেড়ে গেছে ষোলতে পৌঁছায়
ban_01232_01174992084	সমতা লেদার কমপ্লেক্স ধানমন্ডিতে অবস্থিত
ban_00737_00577330744	বন্দর্বান
ban_00779_01258390259	হুমায়ুন আজাদ পেশায় শিক্ষক ছিলেন
ban_03042_01316355519	মেঘনা ফুড বিভিন্ন সাইজের গুঁড়ো দুধ উৎপাদন করে
ban_01232_01055824314	স্টকের চিহ্ন জিও ও জি
ban_00737_00969541899	7 নভেম্বর বিকাল চারটায় ওয়ার্ল্ড কাপ ফাইনাল
ban_01232_02074532169	আড্ডা বলি বিদ্যুত উতপাদন ও বন্টন নবায়নযোগ্য জ্বালানি প্রাকৃতিক গ্যাস অনুসন্ধান উৎপাদন পরিবহনের কাজে জড়িত
ban_00737_01058783081	বাংলাকে অন্যতম রাষ্ট্রভাষা করার দাবি নিয়ে প্রতিষ্ঠিত আন্দোলনে অংশ নেয়ার মাধ্যমে শেখ মুজিবের রাজনৈতিক তৎপরতার সূচনা ঘটে
ban_00779_00181617553	কুষ্টিয়া-ঝিনাইদহ মহাসড়কের দিকে অল্প বামদিক ধরুন
ban_03042_01087776511	শেখ মুজিবুর রহমান ফরিদপুর জেলার গোপালগঞ্জ মহকুমার পাটগাতী ইউনিয়ন এর টঙ্গী পাড়া গ্রামে জন্মগ্রহণ করেন
ban_03042_01673812493	ইউনাইটেড এয়ারলাইন্স 363 যথাসময়ে প্রস্থান করেছে এটি আজ দুপুর 3 টায় এসে পৌঁছাবে
ban_00779_01888839714	হাজার 969 সালের তেরই জুলাই ডঃ মুহাম্মদ শহীদুল্লাহর ঢাকায় মৃত্যুবরণ করেন
ban_00737_01680256328	মাকসুদ মৌরিতানিয়ার রাজধানী
ban_01232_00137603886	সারায়েভো বসনিয়া ও হার্জেগোভিনা রাজধানী
ban_03042_00343919178	ঢাকা মহানগর এলাকার জনসংখ্যা প্রায় 1 কোটি 50 লক্ষ
ban_02194_00348115397	ঢাকা-মাওয়া মহাসড়ক একটি গুরুত্বপূর্ণ সড়ক
ban_03042_00895212599	বাংলাদেশ বিমানের ফ্লাইট 363 বাতিল করা হয়েছে
ban_01701_00408328028	হাজার 900 মে দুপুর তিনটায় হোটেল সুন্দরবন এ আপনার একটি রিজার্ভেশন আছে
ban_00779_00101768750	এইগুলো সিক্স প্লাস এর কয়েকটি রাইড
ban_01232_01072417507	জামালপুর শেরপুর মহাসড়কের দিকে দক্ষিণ-পূর্ব দিকে মুখ করে এগিয়ে যান
ban_00737_00364523629	কালসী রোডের দিকে রাস্তার প্রথম চৌমাথায় ডানদিক ধরুন
ban_00779_01105979453	মস্কো রাশিয়ার রাজধানী
ban_00737_01980863426	দুঃখিত আপনি কি রোগ সংগীত শুনতে চাই ছিলেন
ban_01701_00966524836	ঢাকা আশুলিয়া মহাসড়ক এ বামদিকে বাকমিল
ban_01232_01331292185	ঢাকা-ময়মনসিংহ মহাসড়কের জন্য ডানদিক ধরুন
ban_03042_01109993085	আমি এখনো বুঝতে পারিনি আপনি শেষ হবার সময় বলতে পারেন উদাহরণস্বরূপ 6pm
ban_03042_01485073451	ইভেন্ট বাতিল হচ্ছে
ban_00779_00989509236	ভিয়েনা অস্ট্রিয়ার রাজধানী
ban_03042_01745554993	ঠিক আছে সংরক্ষণ করা হচ্ছে
ban_03042_01197701411	জাগ্রেব ক্রোয়েশিয়ার রাজধানী
ban_02194_01938277534	কামালের সঙ্গে মোবাইলে যোগাযোগ করা হচ্ছে
ban_01232_02049801878	দুঃখিত আপনি কি লেডি গাগার গান শুনতে চান
ban_00737_01891034108	ইন্ডাস্ট্রিয়াল প্রমোশন এন্ড ডেভেলপমেন্ট কোম্পানি অব বাংলাদেশ বাংলাদেশের প্রথম বেসরকারি খাতে উন্নয়ন অর্থায়ন প্রতিষ্ঠান
ban_01232_01506657631	স্ট্যান্ডার্ড ইন্সুরেন্স বাংলাদেশের অন্যতম শীর্ষস্থানীয় জেনারেল ইন্স্যুরেন্স কোম্পানি
ban_01232_01286884450	কেঅ্যান্ডকিউর মাল্টিমোড গ্রুপ এর একটি সংশ্লিষ্ট প্রতিষ্ঠান
ban_00779_01254545839	আসানসোল প্যারাগুয়ের রাজধানী
ban_03042_00049602400	পি এম ই এক্স মেক্সিকান রাষ্ট্রায়ত্ত পেট্রোলিয়াম কোম্পানি
ban_03042_02024190571	উত্তরা ব্যাংক বাংলাদেশের সর্ববৃহৎ এবং প্রাচীনতম বেসরকারি খাতের বাণিজ্যিক ব্যাংকের একটি
ban_01232_01783131666	30 ডিগ্রি সেলসিয়াস তাপমাত্রার সাথে কালবৈশাখি
ban_02194_01202824937	চায়না মার্চেন্ট ব্যাংক চায়নার প্রথম শেয়ার হোল্ডিং কমার্শিয়াল ব্যাংক
ban_03042_01349607547	কপিলমুনি-পাইকগাছা রোডে বামদিকে বাক নিন
ban_02194_00082855361	আদ্দিস আবাবা ইথিওপিয়া রাজধানী
ban_03042_01714831038	নভেম্বরের 7 তারিখ বেলা চারটায় মোহামেডান-আবাহনী মুখোমুখি লড়বে
ban_02194_00970886076	বেগম রোকেয়া সরণী এদিকে রাস্তার প্রথম চৌমাথার ডানদিকে ঘুরুন
ban_00779_01411110006	এবং কখন পুনরাবৃত্তি করতে হবে
ban_00737_01070391264	আপনার পাবলিক আইপি ঠিকানা হলো 192 168 1 110
ban_01232_00802286742	নিউইয়র্ক এ এখন তাপমাত্রা 34 ডিগ্রি সেলসিয়াস এবং বাতাসের সাথে তুষারপাত রয়েছে
ban_00737_02136783808	এইযে আক্কেল পুরের আবহাওয়া পূর্বাভাস
ban_01232_00162866465	ঢাকা-ময়মনসিংহ মহাসড়কের সাথে চলতে থাকুন
ban_00737_00896160107	আপনার পরবর্তী ফ্লাইট বাংলাদেশ বিমান চৌদ্দশত 72
ban_00737_01535894807	তারে নভেম্বরের 7 তারিখে বেলা চারটায় মোহামেডানের সাথে খেলবে
ban_03042_01226687615	না আজ নিউইয়র্ক এ রোদ পড়বে না
ban_03042_01238766368	ফ্রি মার্কেটিং এ এটা 2.3% নেমে 750 টাকায় থেকেছে
ban_01232_00640165397	পাঠান বা বাতিল বলুন
ban_00737_00371172031	শাহজালাল ইসলামী ব্যাংক শিক্ষার্থীদের জন্য বৃত্তির করেছে
ban_01232_01822513863	ঢাকা-মাওয়া মহাসড়ক একটি গুরুত্বপূর্ণ সড়ক
ban_01701_01464557268	1 ডিগ্রি সেলসিয়াস তাপমাত্রায় পাতাসহ তুষারপাত হতে পারে
ban_03042_01187626241	রূপালী ইন্স্যুরেন্স কোম্পানি সারা দেশে একাধিক শাখার মাধ্যমে তাদের কর্মকান্ড পরিচালিত করে আসছে
ban_01701_01845343171	কুষ্টিয়া-ঝিনাইদহ মহাসড়কের সাথে চলতে থাকুন
ban_02194_00562163764	ঢাকায় বর্তমান তাপমাত্রা 34 ডিগ্রি সেলসিয়াস
ban_01232_00760961102	চায়না ইউনাইটেড নেটওয়ার্ক কমিউনিকেশনস একটি চীনের রাষ্ট্রীয় টেলিযোগাযোগ অপারেটর
ban_00737_01215962050	বুজুম্বুরা বুরুন্ডির রাজধানী
ban_03042_00020686302	আজ সিলেটে উত্তর দিক থেকে ঘন্টায় এক মাইল বেগে বায়ু প্রবাহিত হচ্ছে
ban_00737_01843059879	তালিকা থেকে বেছে নিন অথবা বাতিল বলুন
ban_00737_01801398511	ছবি তোলার জন্য ডাউনলোড করা হচ্ছে
ban_03042_01971992412	লেক রোড এদিকে রাস্তার প্রথম চৌমাথায় বামদিকে ঘুরুন
ban_00779_01636805965	উইকিপিডিয়া থেকে প্রাপ্ত এখনই কোন আইপিওতে বিনিয়োগ করা মোটেও কাজ হবে না
ban_01232_01959189361	জেনারেল মোটরস 16 সেপ্টেম্বর 1960 সালে প্রতিষ্ঠিত হয় এবং এর প্রধান অফিস মার্কিন যুক্তরাষ্ট্রের ডেট্রয়েট অবস্থিত
ban_00737_00921906176	মৌলভীবাজার
ban_00779_02076548739	বগুড়া
ban_00737_02035082591	অ্যালুমিনিয়াম কর্পোরেশন অফ চায়না একটি রাষ্ট্রীয় মালিকানাধীন ও বহুজাতিক অ্যালুমিনিয়াম কোম্পানি
ban_01232_01890708422	খোকার আর দিক থেকে দেশের বৃহত্তম সুপার মার্কেট
ban_01701_01274802239	অবশ্যই যখন আপনি নিরাপদ অবস্থাতে আসবেন তখন গাড়ি থেকে ফোন ডিসকানেক্ট করে নোটিফিকেশনে আলতো চাপুন এবারে আপনি ওয়েবে অ্যাক্টিভিটি শুরু করতে পারেন
ban_01232_01358496274	বেক্সিমকো ডেনিম দেশের অন্যতম একটি আধুনিক কম্পোজ ইমেইল
ban_00779_01881826012	জাহানারা ইমাম একজন বাংলাদেশী লেখিকা শহীদ জননী কথাসাহিত্যিক শিক্ষাবিদ এবং একাত্তরের ঘাতক দালাল বিরোধী আন্দোলনের নেত্রী
ban_02194_01087028138	এইগুলো কেওক্রাডং পর্বতে ওঠার রাস্তা
ban_03042_00368149369	চায়না নর্থ ইন্ডাস্ট্রিজ ট্রাক কার্ড ও মোটরসাইকেল এবং যন্ত্রপাতি নির্মাণ করে
ban_03042_00246341498	ফার্মা এইডস ঢাকা স্টক এক্সচেঞ্জে এ ক্যাটাগরির কোম্পানি
ban_02194_00943417202	পেট্রোনাস 2020 সালের মধ্যে স্থানীয় উৎপাদন দৈনিক 2.8 মিলিয়ন বেড়ালেন আমি আনবে
ban_00737_00091684029	সুচি তমি রেস্তোরাঁ এখান থেকে দশ মাইল দূরে
ban_03042_01045979086	অবশ্যই যখন আপনি নিরাপদ অবস্থানে আসবেন তখন গুগল ম্যাপ নেভিগেশন বন্ধ করে নোটিফিকেশনে আলতো চাপুন এবং গুগল নাউ চালু করুন এবারে আপনি ওয়েব ওয়েব অ্যাক্টিভিটি শুরু করতে পারেন
ban_00737_00267534893	এইযে বিড়ালের ছবি
ban_03042_01806751100	এস এ আই সি মোটর একটি চীনা সরকারি মালিকানাধীন গাড়ি কোম্পানি
ban_00737_00537562561	ভৈরব-টু-কিশোরগঞ্জ রোড এর সাথে চলতে থাকুন
ban_03042_00736622924	বরগুনা
ban_01232_01214487607	- 34 ডিগ্রি সেলসিয়াস তাপমাত্রায় তুষারপাত হচ্ছে
ban_00737_01088324399	আব্দুল হামিদ খান ভাসানী হাজার 976 খ্রিস্টাব্দের 17 ই নভেম্বর ঢাকা মেডিকেল কলেজ হাসপাতালে মৃত্যুবরণ করেন
ban_01701_00139828775	আফটার আবার ট্রেডিংয়ের 2.3% বৃদ্ধি পেয়ে মুল্য 750 ডলার এর শেষ হয়েছে
ban_00779_01857644878	রফিক উদ্দিন আহমেদ 30 অক্টোবর হাজার 926 সালে জন্মগ্রহণ করেন
ban_03042_01923227983	এই হল নান্নার বিরিয়ানি তালিকা সমূহ
ban_00737_01519615390	পুবগ সিরামিক ইন্ডাস্ট্রিজ রুচিশীল নকশা ও বাহারি রঙের সিরামিক পণ্য বাজারে এনেছে
ban_02194_00681118308	আবুজার নাইজেরিয়ার রাজধানী
ban_00737_00836499639	এবিপি বহু জন পরিচিত একটি বহুজাতিক কর্পোরেশন
ban_01232_00344654915	চায়না ডেভলপমেন্ট ব্যাংক মাঝারি দীর্ঘমেয়াদি অর্থায়ন সুবিধা দিয়ে দেশের উন্নয়নে সহায়তা করে
ban_00779_01907423708	অ্যাম্বার ইন্ডিয়া রেস্টুরেন্ট এখন বন্ধ এবং সোমবার সকাল 11 টায় খুলবে
ban_00737_02135946580	আপনার মঙ্গলবারে রিমাইন্ডার আপনি কি এটা সেট করতে চান
ban_00737_01097182490	জামালপুর শেরপুর মহাসড়কে ডানদিকে বাগনান
ban_01232_01456604690	বাংলাদেশ পেট্রোলিয়াম কর্পোরেশন জ্বালানি মন্ত্রণালয় এবং খনিজ সম্পদ বিভাগের অধীনে সরকারের একটি সংবিধিবদ্ধ সংস্থা
ban_03042_01563570724	ডিজাইন ব্যাংক সম্পদের আকার বিবেচনায় জার্মানিতে চতুর্থ বৃহত্তম ব্যাংক
ban_02194_01727943062	ফাইজার একটি আমেরিকান বহুজাতিক ফার্মাসিটিক্যাল কর্পোরেশন
ban_01701_01334446121	দুঃখিত কবে এবং কখন
ban_03042_01980213290	সালনা জয়দেবপুর সড়ক থাকতে ডানদিকে চলুন
ban_01701_01110978546	প্যারিসের জনপ্রিয় আকর্ষণ গুলো যা
ban_00779_00135104936	জনতা ব্যাংক টাওয়ার
ban_00737_01973855698	ঢাকা বাংলাদেশের রাজধানী
ban_03042_01788477084	তারা পাঁচ রানের ব্যবধানে জিতেছে
ban_00737_00996443319	বেক্সিমকো নিটিং উচ্চমানের বুনন বস্ত্র উৎপাদন ও বিক্রি করে
ban_01232_00818606771	হেবেই আয়রন এন্ড স্টিল গ্রুপ 30 শে জুন 2008 সালে স্থাপিত হয়
ban_01232_00379506027	জিমেইলে রেস্টুরেন্ট রিজার্ভেশন সংক্রান্ত কোন তথ্য পাওয়া যায়নি
ban_00737_01022519723	ট্রেড 705 ডলারে শেষ হয়ে গেছে
ban_01232_00948932774	ঢাকা ইন্সুরেন্স বাংলাদেশের ইন্সুরেন্স খাতের সক্রিয় ভূমিকা রাখছে
ban_01232_00114620584	কুষ্টিয়া রাজশাহী মহাসড়ক এর সাথে চলতে থাকুন
ban_00737_00877794416	ঢাকা-আরিচা মহাসড়কে থাকতে অল্প ডানদিক ধরুন
ban_02194_00528356747	সায়হাম টেক্সটাইল মিলসের কর্পোরেট অফিস গুলশানে অবস্থিত
ban_02194_01895075914	প্রাইম সিন্থেটিকস প্রাইম গ্রুপের অন্যতম প্রধান উদ্যোগে প্রতিষ্ঠান
ban_03042_00320927162	মাগুরা
ban_00779_00712172483	ফেনী
ban_00737_00134822396	মাটিকাটা রোডের দিকে ডান দিক ধরুন
ban_00737_00375311693	লালন শাহ
ban_01232_00111423020	মিরপুর 10 নং গোলচত্বর বেগম রোকেয়া সরণী প্রথম প্রস্থান ধরুন
ban_00737_00669891346	দেশের অন্য যেকোন বেসরকারি ব্যাংকের থেকে পূবালী ব্যাংকের শাখার সংখ্যায় বেশি রয়েছে
ban_01232_00760099585	ছবি তোলার জন্য ইয়াল্প খোলা হচ্ছে
ban_03042_01417319171	কৈবল্যধাম মালিপাড়া সড়কে বামদিক চলুন
ban_02194_01087874715	বাংলাদেশ প্রধানমন্ত্রী হচ্ছে শেখ হাসিনা
ban_02194_00720224552	আইএম bd.com a501 পার্সেন্টেজ
ban_02194_00366277138	ইস্ট-ওয়েস্ট প্রপার্টি ডেভেলপমেন্ট বসুন্ধরা গ্রুপের একটি প্রতিষ্ঠান
ban_00737_00359383339	ফেদেরাল ইন্সুরান্স বাংলাদেশের একটি শীর্ষস্থানীয় বেসরকারি সাধারণ বীমা কোম্পানি
ban_03042_01307905337	পদ্মা ইসলামী লাইফ ইন্সুরেন্স প্রতিদিনের জীবন বীমা ব্যবসার ব্যাপারে শরীয়াহ মূল নীতি মেনে চলে
ban_02194_00156675903	ইউনিয়ন ক্যাপিটাল কর্মচারীদের জন্য নিরাপদ কাজের পরিবেশ প্রদান করে
ban_00779_00352069929	বিড়ালগুলো অবশ্যই
ban_03042_00050127506	ঠিক আছে সাতটা বাজে আপনার এলার্ম সেট করা হচ্ছে
ban_02194_00113589187	ঢাকা লীগ 2011 সালের 14 ফেব্রুয়ারি শনিবার সকাল 10 টায় অনুষ্ঠিত হয়েছে
ban_03042_00142426407	জনসন এন্ড জনসন এর শিশুদের পণ্য ত্বকের ক্ষতি করে না
ban_01232_00174060057	না এখন ঢাকায় বৃষ্টিপাত হচ্ছে না
ban_01701_01197423530	আপনার জন্য সংক্ষিপ্ত রূপ
ban_00737_01384147880	অসলো নরওয়ের রাজধানী
ban_03042_02115442421	মূল্য 2 দশমিক 3 শতাংশ বৃদ্ধি পেয়ে 750 ডলার শেষ হয়েছে
ban_01232_00086762255	লিব্রভিল জাপানের রাজধানী
ban_01232_00777363375	আইপ্যাড মিনির 3 এর অপারেটিং সিস্টেম 3gp
ban_03042_00884214592	আপনার কিউবি বিল একশত 23.45 মার্কিন ডলার 12 ই মে সোমবার শোধ করা হয়েছে
ban_03042_00694479435	আমি এখনো বুঝতে পারিনি আপনার নোটে কি প্রয়োজন বলুন
ban_00737_00390814031	অ্যাড করা হচ্ছে
ban_00779_00994965014	অটোয়া কানাডা রাজধানী
ban_00779_01356699001	ঢাকা-ময়মনসিংহ মহাসড়কে দুইশত কাছে গিয়ে বামদিকে বাক নিন
ban_00737_00664368732	ভাইকিংস রেঞ্জার্সের থেকে প্রথম প্রিয়ারে 3423 এগিয়ে যায়
ban_03042_00634406917	এমারেল্ড অয়েল ইন্ডাস্ট্রিজ ধানের তুষ থেকে তেল উৎপাদন এবং বিক্রি করে
ban_03042_01553114870	ইউন্ডি ক্যামেরুনের রাজধানী
ban_00779_00186152287	10 মার্কিন ডলার আটশত টাকা সমতুল্য
ban_03042_00830259606	বেক্সিমকো ফার্মা মার্কিন যুক্তরাষ্ট্র অস্ট্রেলিয়া ইউরোপীয় ইউনিয়ন কানাডা এবং ব্রাজিলে ঔষধ রপ্তানি করছে
ban_01232_01603281295	বাঞ্চ আখ মাড়াই করে চিনি থানার ও বিদ্যুৎ উৎপাদন করে
ban_03042_02113077982	এখানে ওয়ার্ল্ড কাপ দ্বিতীয় স্তরের ব্র্যাকের দেয়া হলো
ban_02194_01139289842	14 ফেব্রুয়ারি 2013 তারিখ বৃহস্পতিবার ভালোবাসা দিবস শুরু হয়েছিল এবং শেষ হয়েছিল 14 ফেব্রুয়ারি 2013 তারিখ বৃহস্পতিবার নিউডিসি সময়
ban_00737_01288353685	ঢাকা-সিলেট মহাসড়কে থাকতে অল্প দ্বান্দ্বিক ধরুন
ban_00779_00339378989	এই মাছগুলো পদ্মা নদীতে পাওয়া যায়
ban_00737_01769161709	নিউ মার্কেট পিলখানা রোড অকস্মাত্ গান্ধীকে
ban_01232_00075256681	শিরোনাম কি
ban_00779_01390204598	খালেদা জিয়া বাংলাদেশের প্রথম মহিলা প্রধানমন্ত্রী
ban_01232_00082955004	এই হল আপনার বার্তা আমি আজ তাড়াতাড়ি ঘরে ফিরবো
ban_03042_01328939760	বার্তাটা কি
ban_02194_01545963103	দিনাজপুর
ban_01232_01263112230	বাংলাদেশ এক্সপোর্ট ইমপোর্ট কোম্পানি পণ্যের বৈচিত্র এসেছে
ban_01232_01578063494	ঢাকা-ময়মনসিংহ মহাসড়কে ডানদিকে ব্যাক নিয়ে এগিয়ে যান
ban_00779_01329604767	আগস্ট মাসের 10 তারিখে বেলা তিনটায়
ban_00737_01228520501	সিমেন্ট একটি জার্মান বহুজাতিক কোম্পানি যারা ইলেকট্রনিক্স ও ইলেকট্রিক্যাল উৎপাদন করে
ban_00779_00734481549	আপনার কাছে জনের অন্য কোন নাম্বার নেই
ban_03042_00427836968	ওয়েস্টার্ন মেরিন শিপইয়ার্ড একটি প্রথম সারির শিব নির্মাণ কোম্পানি
ban_01232_01287628202	ভালোবাসা দিবস ছিল 14 ফেব্রুয়ারি 2013 বৃহস্পতিবার এ
ban_00737_00282190937	মূল্য 150 ডলারে স্থিতিশীল ছিল
ban_00779_01614170078	প্রাগ চেক প্রজাতন্ত্রের রাজধানী
ban_02194_01548902859	সফ বেঙ্গল পূর্ব জাপানের ভূমিকম্প ক্ষতিগ্রস্তদের সাহায্যের হাত বাড়িয়ে দিয়েছে
ban_00779_00831658252	আধুরিয়া পূরব সড়কে বামদিকে বাকুনিন
ban_00737_00015581920	স্ট্যান্ডার্ড ব্যাংকের ইসলামী ব্যাংকিং এর সুবিধা রয়েছে
ban_03042_01444782900	নর্সিংদি
ban_03042_00066035599	আফটার আওয়ার ট্রেনিংয়ে 2.3% বৃদ্ধি পেয়ে মূল্য 750 টাকা শেষ হয়েছে
ban_01232_00683719012	ঘাটালের নির্বাচন 2011 সালের 14 ফেব্রুয়ারি শনিবার সকাল 10 টায় অনুষ্ঠিত হয়েছে
ban_01232_01941569281	এখানে সর্বশেষ বিশ্বকাপের স্কোর দেয়া আছে
ban_01232_00332994343	শাইনপুকুর সিরামিকস বেক্সিমকো গ্রুপের একটি প্রতিষ্ঠান
ban_01232_00463519050	আন্দরা লাভেরিয়া অ্যান্ড্রয়েডের রাজধানী
ban_03042_01176772647	ঢাকা-ময়মনসিংহ মহাসড়কের সাথে চলতে থাকুন
ban_00737_00218458132	বাতিল
ban_00779_00334267430	পাঁচবিবির বাতাসের গতিবেগ প্রতি ঘন্টায় একমাইল ওতা উত্তর দিক থেকে প্রবাহিত হচ্ছে
ban_00779_01890675094	বেস্ট বেরিয়ে নিকন d3200 এর মূল্য 439 ডলার থেকে শুরু
ban_00779_00939087145	3 আগস্ট বেলা তিনটায় বাংলাদেশ বিমান ফ্লাইট 4772 হযরত শাহজালাল আন্তর্জাতিক বিমানবন্দর থেকে ওসমানী আন্তর্জাতিক বিমানবন্দর দিকে যাত্রা শুরু করবে
ban_02194_01469291240	প্রথম পর্বে অনূর্ধ্ব 2034 অনূর্ধ্ব 21 দেশে অবস্থান করছে
ban_01232_01620947659	গোলাপগঞ্জ
ban_03042_01671302578	আফটার আওয়ার ট্রেনিংয়ের সময় দাম 2.3% বেড়ে 705 ডলার পর্যন্ত ওঠে
ban_02194_00267497073	সিঙ্গাপুর সিঙ্গাপুরের রাজধানী
ban_02194_00454724223	বিশ্বকাপ কোয়ার্টার ফাইনালে বাংলাদেশ ইংল্যান্ডকে হারিয়ে উঠেছিল
ban_01701_00957956034	ম্যানচেস্টার ইউনাইটেড এর সাথে ভাইকিংস এর খেলা ড্র হয়েছে
ban_02194_00878659058	আজকে বগুড়ায় উচ্চ তাপমাত্রার পূর্বাভাস 30 ডিগ্রি সেলসিয়াস
ban_01232_02093354648	সোমবারে এমবির ইন্ডিয়া রেস্টুরেন্ট সকাল 11 টা থেকে বেলা তিনটা পর্যন্ত খোলা
ban_00737_01934896280	হবিগঞ্জ
ban_03042_02023863895	আকিজ জুট মিলস নানান ধরনের পাটজাত পণ্য তৈরি করে
ban_01232_00869200817	আপনি কার কাছে বার্তা পাঠাতে চান
ban_00737_01619942515	কেনাবেচার পূর্বে 2.3% বেড়ে 750 টাকা হয়েছে
ban_03042_01363281949	দুঃখিত আপনি কাকে ফোন করতে চান
ban_01232_00004915037	ঢাকা হতে আরিচা মহাসড়ক যাবার পথে অল্প ডানদিক ধরুন
ban_02194_00857737800	আপনার দেওয়া ফোন নাম্বার পাওয়া যাচ্ছেনা তালিকা থেকে একটি নাম্বার বাছাই করুন
ban_00737_02009086551	আইপ্যাড মিনি 3 এর ধারণক্ষমতা 16gb
ban_02194_01650105643	এইগুলো খলিলের গান
ban_02194_01418618035	তেলআবিব থেকে নিউইয়র্ক হয়ে এলাম 237 অবতরণ করেছে
ban_00779_00654926900	ঢাকা-চট্টগ্রাম মহাসড়কে বামদিকে বাক নিন
ban_00737_00025124609	গৌরীপুর কচুয়া রোড থাকবে সোজা চলতে থাকুন
ban_02194_01573659722	এটি anti-american বহুজাতিক টেলিযোগাযোগ কর্পোরেশন
ban_02194_01962024049	কুমিল্লায় বাতাসের গতিবেগ প্রতি ঘণ্টায় এক মাইল ওতা উত্তর দিকে প্রবাহিত হচ্ছে
ban_00737_00712229005	নিউইয়র্ক থেকে সানফ্রান্সিসকোর দূরত্ব 5 কিলোমিটার
ban_03042_00887476066	গুগোল 2.3% বন্ধ করেছে 750 টাকা হয়েছে
ban_00737_00810241803	লালন
ban_01701_00914015110	বাতিল
ban_00737_00198480356	ঢাকা-ময়মনসিংহ মহাসড়ক এসে অল্প যান্ত্রিক ধরুন
ban_03042_01001370162	স্টিল এন্টারপ্রাইজ বৃটেনভিত্তিক প্রতিষ্ঠান
ban_00737_01915607259	কমলাপুর রোড ডান দিকে ঘুরে আউটার সার্কুলার রোড এ পরিণত হয়
ban_03042_01245802257	আটলাস বাংলাদেশ মোটরসাইকেল আমদানি করার সিদ্ধান্ত নিয়েছে
ban_01232_00635615731	বিমান নিরাপত্তার জন্য কন্টিনেন্টাল ইন্স্যুরেন্স এর বেশ কিছু পণ্য বা আইসক্রিম রয়েছে
ban_03042_01116206353	কেয়া কটন মিলস লিমিটেড কে কেয়া কসমেটিকসের সঙ্গে একীভূত করার সিদ্ধান্ত নেয়া হয়েছে
ban_01232_01898353389	হ্যাঁ নিউইয়র্ক এ আজ বৃষ্টিপাতের আশঙ্কা আছে
ban_01701_01043946565	ঠিক আছে ছবিগুলো বিড়ালগুলো
ban_02194_01245915312	স্যামসাং ইলেকট্রনিক্স দক্ষিণ কোরিয়ার একটি বহুজাতিক ইলেকট্রনিক্স কোম্পানি
ban_02194_00012780149	আজ নিউইয়র্ক এ -1 ডিগ্রী সেলসিয়াস তাপমাত্রা আশা করা যায়
ban_03042_01193209032	ইলিশা ফেরি ঘাট বরিশাল মহাসড়ক অল্প বাম দিকে ঘুরে ইলিশা ফেরি ঘাট বরিশাল মহাসড়ক এ পরিণত হয়েছে
ban_03042_00974749764	ওসমানী থেকে শাহজালালের বাংলাদেশ বিমানের ফ্লাইট চৌদ্দশত 72 বিলম্বিত হয়েছে ফ্লাইটটি আজ দুপুর তিনটায় পৌঁছাবে
ban_01232_01569473548	জেলার বিয়ের অ্যালবামে আরো আছে
ban_02194_01983614678	কাজী নজরুল ইসলাম বিংশ শতাব্দীর অন্যতম জনপ্রিয় বাঙালি কবি সঙ্গীতজ্ঞ সংগীতস্রষ্টা এবং দার্শনিক
ban_01232_01554920893	এটা আপনার নোট আপনি কি তা সংরক্ষণ করতে চান
ban_00737_02088790523	জেএফকে থেকে এলেক্সার ইউনাইটেড এয়ারলাইন্স ফ্লাইট চৌদ্দশত 72 আজ দুপুর তিনটায় পৌঁছাবে
ban_03042_00650494997	মনিকা আলী
ban_01232_01690532430	আবুধাবি সংযুক্ত আরব আমিরাতের রাজধানী
ban_01701_01245901257	রাজশাহী কুষ্টিয়া মহাসড়ক এর সাথে চলতে থাকুন
ban_00737_01293729217	রেনু ফ্রান্সের একটি গাড়ি নির্মাতা প্রতিষ্ঠান
ban_00779_01747817267	আজ নিউইয়র্ক এর উত্তর দিক থেকে ঘন্টা এক মাইল বেগে বায়ু প্রবাহিত হচ্ছে
ban_02194_00522813880	ঢাকা উত্তর
ban_00737_00809077209	এম s&n ইনসিওরেন্স একটি জাপানি বীমা কোম্পানি
ban_02194_01796855211	এখন মূল্য 1450 ডলারে আছে
ban_02194_00203658470	s&p 500 এর মূল্য 1450 মার্কিন ডলার উঠেছে
ban_01232_00645759567	দুঃখিত রিমাইন্ডার সেট করা হয়নি আবারও চেষ্টা করুন
ban_03042_01461668870	বুদাপেস্ট হাঙ্গেরি রাজধানী
ban_01232_01546746810	কেনাবেচার পূর্বে মূল্য 2.3% ক্রমে 750 টাকা হয়েছে
ban_00737_00756076161	এই হল আপনার বিল
ban_00737_00971858352	ভালোবাসা দিবস ছিল 14 ফেব্রুয়ারি 2011 বৃহস্পতিবারে
ban_00779_01210188557	চৌমাথায় চট্টগ্রাম রাঙামাটি-খাগড়াছড়ি মহাসড়ক হতে গান্ধীকে প্রথম প্রস্থান করুন
ban_03042_00880586390	ডেল্টা স্পিনার্সের ফ্যাক্টরি ময়মনসিংহে অবস্থিত
ban_00737_01084772384	বাংলাদেশ বিমানের চৌদ্দশত 72 ওসমানী বিমানবন্দরে পৌঁছেছে
